VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
1694.56,COP,16/06/1999,16/06/1999
1698.55,COP,17/06/1999,17/06/1999
1693.75,COP,18/06/1999,18/06/1999
1692.36,COP,19/06/1999,21/06/1999
1694.26,COP,22/06/1999,22/06/1999
1710.03,COP,23/06/1999,23/06/1999
1723.26,COP,24/06/1999,24/06/1999
1734.83,COP,25/06/1999,25/06/1999
1737.91,COP,26/06/1999,28/06/1999
1751.00,COP,29/06/1999,29/06/1999
1732.10,COP,30/06/1999,30/06/1999
1736.03,COP,01/07/1999,01/07/1999
1751.26,COP,02/07/1999,02/07/1999
1755.31,COP,03/07/1999,06/07/1999
1772.69,COP,07/07/1999,07/07/1999
1795.36,COP,08/07/1999,08/07/1999
1831.10,COP,09/07/1999,09/07/1999
1840.38,COP,10/07/1999,12/07/1999
1887.17,COP,13/07/1999,13/07/1999
1926.55,COP,14/07/1999,14/07/1999
1881.42,COP,15/07/1999,15/07/1999
1823.29,COP,16/07/1999,16/07/1999
1821.95,COP,17/07/1999,19/07/1999
1819.04,COP,20/07/1999,21/07/1999
1809.56,COP,22/07/1999,22/07/1999
1807.90,COP,23/07/1999,23/07/1999
1831.19,COP,24/07/1999,26/07/1999
1829.63,COP,27/07/1999,27/07/1999
1829.06,COP,28/07/1999,28/07/1999
1817.09,COP,29/07/1999,29/07/1999
1806.52,COP,30/07/1999,30/07/1999
1809.50,COP,31/07/1999,02/08/1999
1813.60,COP,03/08/1999,03/08/1999
1800.79,COP,04/08/1999,04/08/1999
1822.84,COP,05/08/1999,05/08/1999
1834.97,COP,06/08/1999,06/08/1999
1849.12,COP,07/08/1999,09/08/1999
1852.80,COP,10/08/1999,10/08/1999
1855.03,COP,11/08/1999,11/08/1999
1865.30,COP,12/08/1999,12/08/1999
1893.25,COP,13/08/1999,13/08/1999
1879.15,COP,14/08/1999,17/08/1999
1880.39,COP,18/08/1999,18/08/1999
1898.03,COP,19/08/1999,19/08/1999
1892.50,COP,20/08/1999,20/08/1999
1907.94,COP,21/08/1999,23/08/1999
1912.27,COP,24/08/1999,24/08/1999
1921.87,COP,25/08/1999,25/08/1999
1921.16,COP,26/08/1999,26/08/1999
1914.22,COP,27/08/1999,27/08/1999
1936.12,COP,28/08/1999,30/08/1999
1954.72,COP,31/08/1999,31/08/1999
1941.25,COP,01/09/1999,01/09/1999
1934.46,COP,02/09/1999,02/09/1999
1943.23,COP,03/09/1999,03/09/1999
1779.81,COP,18/02/2012,21/02/2012
1777.59,COP,22/02/2012,22/02/2012
1781.57,COP,23/02/2012,23/02/2012
1776.11,COP,24/02/2012,24/02/2012
1772.42,COP,25/02/2012,27/02/2012
1991.21,COP,29/01/2010,29/01/2010
1982.29,COP,30/01/2010,01/02/2010
1972.60,COP,02/02/2010,02/02/2010
1959.93,COP,03/02/2010,03/02/2010
1966.02,COP,04/02/2010,04/02/2010
1984.16,COP,05/02/2010,05/02/2010
1997.13,COP,06/02/2010,08/02/2010
2003.76,COP,09/02/2010,09/02/2010
1981.40,COP,10/02/2010,10/02/2010
1965.03,COP,11/02/2010,11/02/2010
1943.60,COP,12/02/2010,12/02/2010
1936.90,COP,13/02/2010,16/02/2010
1925.79,COP,17/02/2010,17/02/2010
1928.79,COP,18/02/2010,18/02/2010
1930.94,COP,19/02/2010,19/02/2010
1928.86,COP,20/02/2010,22/02/2010
1914.87,COP,23/02/2010,23/02/2010
1924.75,COP,24/02/2010,24/02/2010
1932.15,COP,25/02/2010,25/02/2010
1941.98,COP,26/02/2010,26/02/2010
1932.32,COP,27/02/2010,01/03/2010
1913.86,COP,02/03/2010,02/03/2010
1895.86,COP,03/03/2010,03/03/2010
1916.41,COP,04/03/2010,04/03/2010
1928.33,COP,05/03/2010,05/03/2010
1902.31,COP,06/03/2010,08/03/2010
1894.44,COP,09/03/2010,09/03/2010
1894.30,COP,10/03/2010,10/03/2010
1888.05,COP,11/03/2010,11/03/2010
1894.79,COP,12/03/2010,12/03/2010
1892.99,COP,13/03/2010,15/03/2010
1899.75,COP,16/03/2010,16/03/2010
1896.15,COP,17/03/2010,17/03/2010
1893.42,COP,18/03/2010,18/03/2010
1900.55,COP,19/03/2010,19/03/2010
1907.06,COP,20/03/2010,23/03/2010
1907.06,COP,24/03/2010,24/03/2010
1923.41,COP,25/03/2010,25/03/2010
1922.91,COP,26/03/2010,26/03/2010
1933.40,COP,27/03/2010,29/03/2010
1934.21,COP,30/03/2010,30/03/2010
1928.59,COP,31/03/2010,31/03/2010
1921.88,COP,01/04/2010,05/04/2010
1911.78,COP,06/04/2010,06/04/2010
1911.07,COP,07/04/2010,07/04/2010
1920.53,COP,08/04/2010,08/04/2010
1931.91,COP,09/04/2010,09/04/2010
1921.32,COP,10/04/2010,12/04/2010
1926.16,COP,13/04/2010,13/04/2010
1936.22,COP,14/04/2010,14/04/2010
1938.24,COP,15/04/2010,15/04/2010
1943.83,COP,16/04/2010,16/04/2010
1942.21,COP,17/04/2010,19/04/2010
1951.04,COP,20/04/2010,20/04/2010
1947.69,COP,21/04/2010,21/04/2010
1948.47,COP,22/04/2010,22/04/2010
2815.45,COP,11/12/2003,11/12/2003
2808.31,COP,12/12/2003,12/12/2003
2812.81,COP,13/12/2003,15/12/2003
2807.25,COP,16/12/2003,16/12/2003
2793.06,COP,17/12/2003,17/12/2003
2795.21,COP,18/12/2003,18/12/2003
2801.67,COP,19/12/2003,19/12/2003
2806.89,COP,20/12/2003,22/12/2003
2809.09,COP,23/12/2003,23/12/2003
2806.33,COP,24/12/2003,24/12/2003
2796.89,COP,25/12/2003,26/12/2003
2795.21,COP,27/12/2003,29/12/2003
2780.82,COP,30/12/2003,30/12/2003
2778.21,COP,31/12/2003,31/12/2003
2778.21,COP,01/01/2004,02/01/2004
2777.96,COP,03/01/2004,05/01/2004
2778.92,COP,06/01/2004,06/01/2004
2765.76,COP,07/01/2004,07/01/2004
2758.83,COP,08/01/2004,08/01/2004
2750.89,COP,09/01/2004,09/01/2004
2754.33,COP,10/01/2004,13/01/2004
2762.31,COP,14/01/2004,14/01/2004
2747.06,COP,15/01/2004,15/01/2004
2723.83,COP,16/01/2004,16/01/2004
2728.70,COP,17/01/2004,20/01/2004
2730.75,COP,21/01/2004,21/01/2004
2740.76,COP,22/01/2004,22/01/2004
2742.88,COP,23/01/2004,23/01/2004
2747.72,COP,24/01/2004,26/01/2004
2766.89,COP,27/01/2004,27/01/2004
2736.28,COP,28/01/2004,28/01/2004
2721.56,COP,29/01/2004,29/01/2004
2740.55,COP,30/01/2004,30/01/2004
2742.47,COP,31/01/2004,02/02/2004
2738.15,COP,03/02/2004,03/02/2004
2747.28,COP,04/02/2004,04/02/2004
2750.67,COP,05/02/2004,05/02/2004
2748.90,COP,06/02/2004,06/02/2004
2757.14,COP,07/02/2004,09/02/2004
2741.17,COP,10/02/2004,10/02/2004
2735.50,COP,11/02/2004,11/02/2004
2736.94,COP,12/02/2004,12/02/2004
2736.42,COP,13/02/2004,13/02/2004
2724.36,COP,14/02/2004,17/02/2004
2715.20,COP,18/02/2004,18/02/2004
2697.66,COP,19/02/2004,19/02/2004
2693.84,COP,20/02/2004,20/02/2004
2700.19,COP,21/02/2004,23/02/2004
2665.83,COP,24/02/2004,24/02/2004
2651.94,COP,25/02/2004,25/02/2004
2664.30,COP,26/02/2004,26/02/2004
2008.11,COP,02/11/2007,02/11/2007
3740.14,COP,01/05/2021,03/05/2021
3747.48,COP,27/05/2021,27/05/2021
3784.45,COP,23/06/2021,23/06/2021
4002.12,COP,21/12/2021,21/12/2021
3465.76,COP,10/12/2020,10/12/2020
3979.80,COP,11/08/2021,11/08/2021
3851.22,COP,21/09/2021,21/09/2021
3769.98,COP,26/10/2021,26/10/2021
3875.38,COP,11/11/2021,12/11/2021
3887.71,COP,11/12/2021,13/12/2021
2898.86,COP,07/08/2018,08/08/2018
2908.90,COP,09/08/2018,09/08/2018
2919.44,COP,10/08/2018,10/08/2018
2940.95,COP,11/08/2018,13/08/2018
2983.93,COP,14/08/2018,14/08/2018
3002.66,COP,15/08/2018,15/08/2018
3046.76,COP,16/08/2018,16/08/2018
3019.55,COP,17/08/2018,17/08/2018
3024.02,COP,18/08/2018,21/08/2018
2990.78,COP,22/08/2018,22/08/2018
2965.45,COP,23/08/2018,23/08/2018
2980.64,COP,24/08/2018,24/08/2018
2958.45,COP,25/08/2018,27/08/2018
2934.31,COP,28/08/2018,28/08/2018
2966.00,COP,29/08/2018,29/08/2018
2999.57,COP,30/08/2018,30/08/2018
3027.39,COP,31/08/2018,31/08/2018
3053.14,COP,01/09/2018,04/09/2018
3088.47,COP,05/09/2018,05/09/2018
3100.37,COP,06/09/2018,06/09/2018
3089.47,COP,07/09/2018,07/09/2018
3070.15,COP,08/09/2018,10/09/2018
3069.49,COP,11/09/2018,11/09/2018
3087.73,COP,12/09/2018,12/09/2018
3055.01,COP,13/09/2018,13/09/2018
3019.38,COP,14/09/2018,14/09/2018
3026.05,COP,15/09/2018,17/09/2018
3013.38,COP,18/09/2018,18/09/2018
3007.03,COP,19/09/2018,19/09/2018
3018.63,COP,20/09/2018,20/09/2018
3014.18,COP,21/09/2018,21/09/2018
3006.96,COP,22/09/2018,24/09/2018
2991.90,COP,25/09/2018,25/09/2018
3001.88,COP,26/09/2018,26/09/2018
3000.14,COP,27/09/2018,27/09/2018
2989.58,COP,28/09/2018,28/09/2018
2972.18,COP,29/09/2018,01/10/2018
2993.74,COP,02/10/2018,02/10/2018
3005.50,COP,03/10/2018,03/10/2018
3012.65,COP,04/10/2018,04/10/2018
3028.16,COP,05/10/2018,05/10/2018
3031.31,COP,06/10/2018,09/10/2018
3057.55,COP,10/10/2018,10/10/2018
3090.30,COP,11/10/2018,11/10/2018
3087.34,COP,12/10/2018,12/10/2018
3088.78,COP,13/10/2018,16/10/2018
3055.93,COP,17/10/2018,17/10/2018
3056.37,COP,18/10/2018,18/10/2018
3088.47,COP,19/10/2018,19/10/2018
3079.88,COP,20/10/2018,22/10/2018
3087.58,COP,23/10/2018,23/10/2018
3110.20,COP,24/10/2018,24/10/2018
3149.70,COP,25/10/2018,25/10/2018
3167.18,COP,26/10/2018,26/10/2018
3185.26,COP,27/10/2018,29/10/2018
3188.69,COP,30/10/2018,30/10/2018
3202.44,COP,31/10/2018,31/10/2018
3219.85,COP,01/11/2018,01/11/2018
3193.80,COP,02/11/2018,02/11/2018
3177.57,COP,03/11/2018,06/11/2018
3154.55,COP,07/11/2018,07/11/2018
3140.25,COP,08/11/2018,08/11/2018
3145.39,COP,09/11/2018,09/11/2018
3176.89,COP,10/11/2018,13/11/2018
720.48,COP,10/11/1992,10/11/1992
722.37,COP,11/11/1992,11/11/1992
723.72,COP,12/11/1992,12/11/1992
722.72,COP,13/11/1992,13/11/1992
724.07,COP,14/11/1992,17/11/1992
730.11,COP,18/11/1992,18/11/1992
724.97,COP,19/11/1992,19/11/1992
724.90,COP,20/11/1992,20/11/1992
721.98,COP,21/11/1992,23/11/1992
726.97,COP,24/11/1992,24/11/1992
720.63,COP,25/11/1992,25/11/1992
721.47,COP,26/11/1992,26/11/1992
722.61,COP,27/11/1992,27/11/1992
725.45,COP,28/11/1992,30/11/1992
729.42,COP,01/12/1992,01/12/1992
719.21,COP,05/11/1992,05/11/1992
720.96,COP,06/11/1992,06/11/1992
725.75,COP,02/12/1992,02/12/1992
729.74,COP,03/12/1992,03/12/1992
738.19,COP,04/12/1992,04/12/1992
736.29,COP,05/12/1992,07/12/1992
732.11,COP,08/12/1992,09/12/1992
732.40,COP,10/12/1992,10/12/1992
727.21,COP,11/12/1992,11/12/1992
729.80,COP,12/12/1992,14/12/1992
732.69,COP,15/12/1992,15/12/1992
1298.19,COP,21/11/1997,21/11/1997
1296.30,COP,22/11/1997,24/11/1997
1296.37,COP,25/11/1997,25/11/1997
1299.19,COP,26/11/1997,26/11/1997
1303.15,COP,27/11/1997,27/11/1997
1303.10,COP,28/11/1997,28/11/1997
1305.66,COP,29/11/1997,01/12/1997
1307.54,COP,02/12/1997,02/12/1997
1307.01,COP,03/12/1997,03/12/1997
1299.43,COP,04/12/1997,04/12/1997
1298.64,COP,05/12/1997,05/12/1997
1300.55,COP,06/12/1997,09/12/1997
1298.78,COP,10/12/1997,10/12/1997
1301.15,COP,11/12/1997,11/12/1997
1304.85,COP,12/12/1997,12/12/1997
1307.42,COP,13/12/1997,15/12/1997
1296.62,COP,20/11/1997,20/11/1997
1304.02,COP,16/12/1997,16/12/1997
1296.30,COP,17/12/1997,17/12/1997
1286.74,COP,18/12/1997,18/12/1997
1286.12,COP,19/12/1997,19/12/1997
1287.51,COP,20/12/1997,22/12/1997
1288.32,COP,23/12/1997,23/12/1997
1281.60,COP,24/12/1997,26/12/1997
1286.92,COP,27/12/1997,29/12/1997
1291.92,COP,30/12/1997,30/12/1997
1293.58,COP,31/12/1997,02/01/1998
1070.25,COP,25/06/1996,25/06/1996
1069.81,COP,26/06/1996,26/06/1996
1072.37,COP,27/06/1996,27/06/1996
1069.73,COP,28/06/1996,28/06/1996
1069.11,COP,29/06/1996,02/07/1996
1070.55,COP,03/07/1996,03/07/1996
1068.12,COP,04/07/1996,04/07/1996
1068.30,COP,05/07/1996,05/07/1996
1067.35,COP,06/07/1996,08/07/1996
1068.17,COP,09/07/1996,09/07/1996
1067.97,COP,10/07/1996,10/07/1996
1065.65,COP,11/07/1996,11/07/1996
1061.79,COP,12/07/1996,12/07/1996
1061.99,COP,13/07/1996,15/07/1996
1065.58,COP,16/07/1996,16/07/1996
1064.82,COP,17/07/1996,17/07/1996
1062.86,COP,18/07/1996,18/07/1996
1068.20,COP,22/06/1996,24/06/1996
1058.92,COP,19/07/1996,19/07/1996
1061.02,COP,20/07/1996,22/07/1996
1063.53,COP,23/07/1996,23/07/1996
1064.56,COP,24/07/1996,24/07/1996
1061.46,COP,25/07/1996,25/07/1996
1061.03,COP,26/07/1996,26/07/1996
1061.48,COP,27/07/1996,29/07/1996
1059.18,COP,30/07/1996,30/07/1996
1056.74,COP,31/07/1996,31/07/1996
1057.47,COP,01/08/1996,01/08/1996
821.14,COP,26/03/1994,28/03/1994
820.63,COP,29/03/1994,29/03/1994
820.78,COP,30/03/1994,30/03/1994
819.51,COP,31/03/1994,04/04/1994
820.21,COP,05/04/1994,05/04/1994
820.93,COP,06/04/1994,06/04/1994
822.57,COP,07/04/1994,07/04/1994
825.28,COP,08/04/1994,08/04/1994
828.92,COP,09/04/1994,11/04/1994
829.32,COP,12/04/1994,12/04/1994
828.81,COP,13/04/1994,13/04/1994
827.96,COP,14/04/1994,14/04/1994
827.44,COP,15/04/1994,15/04/1994
827.93,COP,16/04/1994,18/04/1994
829.47,COP,19/04/1994,19/04/1994
831.24,COP,20/04/1994,20/04/1994
834.30,COP,21/04/1994,21/04/1994
838.25,COP,22/04/1994,22/04/1994
836.96,COP,23/04/1994,25/04/1994
835.40,COP,26/04/1994,26/04/1994
837.31,COP,27/04/1994,27/04/1994
838.28,COP,28/04/1994,28/04/1994
837.27,COP,29/04/1994,29/04/1994
836.86,COP,30/04/1994,02/05/1994
838.04,COP,03/05/1994,03/05/1994
736.20,COP,16/12/1992,16/12/1992
734.98,COP,17/12/1992,17/12/1992
732.54,COP,18/12/1992,18/12/1992
735.31,COP,19/12/1992,21/12/1992
736.82,COP,22/12/1992,22/12/1992
735.00,COP,23/12/1992,23/12/1992
735.19,COP,24/12/1992,24/12/1992
735.19,COP,25/12/1992,28/12/1992
737.44,COP,29/12/1992,29/12/1992
737.98,COP,30/12/1992,30/12/1992
737.98,COP,31/12/1992,31/12/1992
737.98,COP,01/01/1993,04/01/1993
737.55,COP,05/01/1993,05/01/1993
738.65,COP,06/01/1993,06/01/1993
740.08,COP,07/01/1993,07/01/1993
742.61,COP,08/01/1993,08/01/1993
2014.12,COP,03/11/2007,06/11/2007
2012.89,COP,07/11/2007,07/11/2007
2023.99,COP,08/11/2007,08/11/2007
2033.94,COP,09/11/2007,09/11/2007
2045.59,COP,10/11/2007,13/11/2007
2051.88,COP,14/11/2007,14/11/2007
2032.04,COP,15/11/2007,15/11/2007
2044.70,COP,16/11/2007,16/11/2007
2040.35,COP,17/11/2007,19/11/2007
2054.30,COP,20/11/2007,20/11/2007
2056.28,COP,21/11/2007,21/11/2007
2074.60,COP,22/11/2007,23/11/2007
2088.24,COP,24/11/2007,26/11/2007
2089.11,COP,27/11/2007,27/11/2007
2094.74,COP,28/11/2007,28/11/2007
2066.81,COP,29/11/2007,29/11/2007
2060.42,COP,30/11/2007,30/11/2007
2043.11,COP,01/12/2007,03/12/2007
2052.18,COP,04/12/2007,04/12/2007
2057.40,COP,05/12/2007,05/12/2007
2036.60,COP,06/12/2007,06/12/2007
2023.18,COP,07/12/2007,07/12/2007
2016.77,COP,08/12/2007,10/12/2007
2009.83,COP,11/12/2007,11/12/2007
2005.82,COP,12/12/2007,12/12/2007
2003.90,COP,13/12/2007,13/12/2007
2017.36,COP,14/12/2007,14/12/2007
2009.85,COP,15/12/2007,17/12/2007
2006.48,COP,18/12/2007,18/12/2007
2007.98,COP,19/12/2007,19/12/2007
2005.92,COP,20/12/2007,20/12/2007
2000.58,COP,21/12/2007,21/12/2007
1993.08,COP,22/12/2007,24/12/2007
2234.81,COP,03/01/2009,05/01/2009
2227.24,COP,06/01/2009,06/01/2009
2197.72,COP,07/01/2009,07/01/2009
2214.13,COP,08/01/2009,08/01/2009
2220.82,COP,09/01/2009,09/01/2009
1987.81,COP,27/12/2007,27/12/2007
2001.72,COP,28/12/2007,28/12/2007
2014.76,COP,29/12/2007,02/01/2008
2012.82,COP,03/01/2008,03/01/2008
2013.27,COP,04/01/2008,04/01/2008
2013.98,COP,05/01/2008,08/01/2008
2000.91,COP,09/01/2008,09/01/2008
2004.70,COP,10/01/2008,10/01/2008
2003.74,COP,11/01/2008,11/01/2008
1985.35,COP,12/01/2008,14/01/2008
1949.43,COP,15/01/2008,15/01/2008
1948.91,COP,16/01/2008,16/01/2008
1960.49,COP,17/01/2008,17/01/2008
1947.60,COP,18/01/2008,18/01/2008
1968.13,COP,19/01/2008,22/01/2008
2007.41,COP,23/01/2008,23/01/2008
2005.08,COP,24/01/2008,24/01/2008
1970.65,COP,25/01/2008,25/01/2008
1961.30,COP,26/01/2008,28/01/2008
1969.65,COP,29/01/2008,29/01/2008
1946.54,COP,30/01/2008,30/01/2008
1939.60,COP,31/01/2008,31/01/2008
1939.77,COP,01/02/2008,01/02/2008
1921.94,COP,02/02/2008,04/02/2008
1917.26,COP,05/02/2008,05/02/2008
1928.30,COP,06/02/2008,06/02/2008
1929.70,COP,07/02/2008,07/02/2008
1935.49,COP,08/02/2008,08/02/2008
1923.08,COP,09/02/2008,11/02/2008
1912.80,COP,12/02/2008,12/02/2008
1901.38,COP,13/02/2008,13/02/2008
1898.40,COP,14/02/2008,14/02/2008
1894.87,COP,15/02/2008,15/02/2008
1905.37,COP,16/02/2008,19/02/2008
1890.74,COP,20/02/2008,20/02/2008
1910.81,COP,21/02/2008,21/02/2008
1895.85,COP,22/02/2008,22/02/2008
1892.00,COP,23/02/2008,25/02/2008
1887.97,COP,26/02/2008,26/02/2008
1879.19,COP,27/02/2008,27/02/2008
1854.87,COP,28/02/2008,28/02/2008
1843.59,COP,29/02/2008,29/02/2008
1845.17,COP,01/03/2008,03/03/2008
1849.46,COP,04/03/2008,04/03/2008
1841.61,COP,05/03/2008,05/03/2008
1856.69,COP,06/03/2008,06/03/2008
1880.12,COP,07/03/2008,07/03/2008
1902.17,COP,08/03/2008,10/03/2008
1864.78,COP,11/03/2008,11/03/2008
1865.98,COP,12/03/2008,12/03/2008
1853.41,COP,13/03/2008,13/03/2008
1856.01,COP,14/03/2008,14/03/2008
1843.95,COP,15/03/2008,17/03/2008
1857.55,COP,18/03/2008,18/03/2008
1823.11,COP,19/03/2008,19/03/2008
1815.65,COP,20/03/2008,25/03/2008
1835.01,COP,26/03/2008,26/03/2008
1821.31,COP,27/03/2008,27/03/2008
1810.68,COP,28/03/2008,28/03/2008
1821.60,COP,29/03/2008,31/03/2008
1834.96,COP,01/04/2008,01/04/2008
1827.94,COP,02/04/2008,02/04/2008
1826.34,COP,03/04/2008,03/04/2008
1824.39,COP,04/04/2008,04/04/2008
1816.28,COP,05/04/2008,07/04/2008
1811.23,COP,08/04/2008,08/04/2008
1812.85,COP,09/04/2008,09/04/2008
1799.07,COP,10/04/2008,10/04/2008
1791.63,COP,11/04/2008,11/04/2008
1792.49,COP,12/04/2008,14/04/2008
1792.69,COP,15/04/2008,15/04/2008
1797.89,COP,16/04/2008,16/04/2008
1798.89,COP,17/04/2008,17/04/2008
1792.87,COP,18/04/2008,18/04/2008
1785.17,COP,19/04/2008,21/04/2008
1780.79,COP,22/04/2008,22/04/2008
1775.08,COP,23/04/2008,23/04/2008
1765.30,COP,24/04/2008,24/04/2008
1765.75,COP,25/04/2008,25/04/2008
1775.22,COP,26/04/2008,28/04/2008
1767.73,COP,29/04/2008,29/04/2008
1780.21,COP,30/04/2008,30/04/2008
1767.27,COP,01/05/2008,02/05/2008
1756.25,COP,03/05/2008,06/05/2008
1769.32,COP,07/05/2008,07/05/2008
1787.62,COP,08/05/2008,08/05/2008
1793.13,COP,09/05/2008,09/05/2008
1781.79,COP,10/05/2008,12/05/2008
1781.29,COP,13/05/2008,13/05/2008
1780.01,COP,14/05/2008,14/05/2008
2359.26,COP,21/11/2008,21/11/2008
2355.71,COP,22/11/2008,24/11/2008
2314.72,COP,25/11/2008,25/11/2008
2307.37,COP,26/11/2008,26/11/2008
2324.10,COP,27/11/2008,28/11/2008
2318.00,COP,29/11/2008,01/12/2008
2320.12,COP,02/12/2008,02/12/2008
2315.35,COP,03/12/2008,03/12/2008
2317.48,COP,04/12/2008,04/12/2008
2323.28,COP,05/12/2008,05/12/2008
2333.54,COP,06/12/2008,09/12/2008
2301.99,COP,17/09/2005,19/09/2005
2295.57,COP,20/09/2005,20/09/2005
2300.58,COP,21/09/2005,21/09/2005
2291.05,COP,22/09/2005,22/09/2005
2292.59,COP,23/09/2005,23/09/2005
2290.03,COP,24/09/2005,26/09/2005
2289.18,COP,27/09/2005,27/09/2005
2290.74,COP,28/09/2005,28/09/2005
2293.29,COP,29/09/2005,29/09/2005
2289.61,COP,30/09/2005,30/09/2005
2288.22,COP,01/10/2005,03/10/2005
2289.13,COP,04/10/2005,04/10/2005
2289.79,COP,05/10/2005,05/10/2005
2294.12,COP,06/10/2005,06/10/2005
2302.79,COP,07/10/2005,07/10/2005
2303.01,COP,08/10/2005,11/10/2005
2299.94,COP,12/10/2005,12/10/2005
2299.47,COP,13/10/2005,13/10/2005
2298.99,COP,14/10/2005,14/10/2005
2294.75,COP,15/10/2005,18/10/2005
2288.69,COP,19/10/2005,19/10/2005
2283.96,COP,20/10/2005,20/10/2005
2289.15,COP,21/10/2005,21/10/2005
2288.69,COP,22/10/2005,24/10/2005
2285.37,COP,25/10/2005,25/10/2005
2284.05,COP,26/10/2005,26/10/2005
2288.52,COP,27/10/2005,27/10/2005
2289.87,COP,28/10/2005,28/10/2005
2289.57,COP,29/10/2005,31/10/2005
2287.51,COP,01/11/2005,01/11/2005
2285.83,COP,02/11/2005,02/11/2005
2285.24,COP,03/11/2005,03/11/2005
2283.78,COP,04/11/2005,04/11/2005
2282.76,COP,05/11/2005,08/11/2005
2282.67,COP,09/11/2005,09/11/2005
2280.94,COP,10/11/2005,10/11/2005
2280.19,COP,11/11/2005,15/11/2005
2278.23,COP,17/11/2005,17/11/2005
1873.87,COP,15/07/2010,15/07/2010
1871.96,COP,16/07/2010,16/07/2010
1878.77,COP,17/07/2010,19/07/2010
1872.92,COP,20/07/2010,21/07/2010
1867.07,COP,22/07/2010,22/07/2010
1814.06,COP,06/09/2012,06/09/2012
1804.09,COP,07/09/2012,07/09/2012
1797.35,COP,08/09/2012,10/09/2012
1802.23,COP,11/09/2012,11/09/2012
3105.20,COP,10/04/2019,10/04/2019
3769.67,COP,07/08/2020,10/08/2020
3646.61,COP,03/03/2021,03/03/2021
3850.46,COP,09/07/2021,09/07/2021
3264.98,COP,19/06/2019,19/06/2019
4042.80,COP,28/03/2020,30/03/2020
3620.39,COP,26/11/2020,27/11/2020
3422.44,COP,16/12/2020,16/12/2020
3777.17,COP,03/07/2021,06/07/2021
3766.10,COP,29/10/2021,29/10/2021
4002.97,COP,17/12/2021,17/12/2021
746.63,COP,09/01/1993,12/01/1993
749.63,COP,13/01/1993,13/01/1993
748.98,COP,14/01/1993,14/01/1993
746.71,COP,15/01/1993,15/01/1993
746.39,COP,16/01/1993,18/01/1993
747.20,COP,19/01/1993,19/01/1993
748.07,COP,20/01/1993,20/01/1993
750.06,COP,21/01/1993,21/01/1993
750.00,COP,22/01/1993,22/01/1993
748.56,COP,23/01/1993,25/01/1993
747.25,COP,26/01/1993,26/01/1993
747.13,COP,27/01/1993,27/01/1993
746.21,COP,28/01/1993,28/01/1993
745.14,COP,29/01/1993,29/01/1993
746.05,COP,30/01/1993,01/02/1993
745.27,COP,02/02/1993,02/02/1993
745.64,COP,03/02/1993,03/02/1993
1051.61,COP,06/08/1996,06/08/1996
1049.37,COP,07/08/1996,08/08/1996
1044.90,COP,09/08/1996,09/08/1996
1040.68,COP,10/08/1996,12/08/1996
1035.79,COP,13/08/1996,13/08/1996
1029.46,COP,14/08/1996,14/08/1996
2111.94,COP,24/05/2000,24/05/2000
2142.14,COP,25/05/2000,25/05/2000
2113.28,COP,26/05/2000,26/05/2000
2096.52,COP,27/05/2000,29/05/2000
2077.28,COP,30/05/2000,30/05/2000
2084.92,COP,31/05/2000,31/05/2000
2096.96,COP,01/06/2000,01/06/2000
2095.10,COP,02/06/2000,02/06/2000
2118.57,COP,03/06/2000,06/06/2000
2121.73,COP,07/06/2000,07/06/2000
2127.03,COP,08/06/2000,08/06/2000
2125.30,COP,09/06/2000,09/06/2000
2115.86,COP,10/06/2000,12/06/2000
2106.97,COP,13/06/2000,13/06/2000
2122.24,COP,14/06/2000,14/06/2000
2111.09,COP,15/06/2000,15/06/2000
2110.57,COP,16/06/2000,16/06/2000
2114.80,COP,17/06/2000,19/06/2000
2115.15,COP,20/06/2000,20/06/2000
2123.58,COP,21/06/2000,21/06/2000
2134.34,COP,22/06/2000,22/06/2000
2129.13,COP,23/06/2000,23/06/2000
2123.99,COP,24/06/2000,27/06/2000
2135.65,COP,28/06/2000,28/06/2000
2136.22,COP,29/06/2000,29/06/2000
2139.11,COP,30/06/2000,30/06/2000
2150.76,COP,01/07/2000,04/07/2000
998.31,COP,12/12/1996,12/12/1996
1947.55,COP,04/02/2000,04/02/2000
2021.68,COP,11/05/2000,11/05/2000
2031.96,COP,12/05/2000,12/05/2000
2039.29,COP,13/05/2000,15/05/2000
2035.54,COP,16/05/2000,16/05/2000
2037.10,COP,17/05/2000,17/05/2000
2047.79,COP,18/05/2000,18/05/2000
2055.35,COP,19/05/2000,19/05/2000
1986.96,COP,07/04/2000,07/04/2000
1996.24,COP,08/04/2000,10/04/2000
1998.25,COP,11/04/2000,11/04/2000
1986.75,COP,12/04/2000,12/04/2000
1987.38,COP,13/04/2000,13/04/2000
1987.36,COP,14/04/2000,14/04/2000
1987.39,COP,15/04/2000,17/04/2000
1996.29,COP,18/04/2000,18/04/2000
2003.02,COP,19/04/2000,19/04/2000
1996.07,COP,20/04/2000,24/04/2000
2001.62,COP,03/05/2000,03/05/2000
2015.92,COP,04/05/2000,04/05/2000
2027.26,COP,05/05/2000,05/05/2000
2033.17,COP,06/05/2000,08/05/2000
2044.59,COP,09/05/2000,09/05/2000
1991.17,COP,25/04/2000,25/04/2000
1988.65,COP,26/04/2000,26/04/2000
1998.95,COP,27/04/2000,27/04/2000
